"customer_id","customer_name","segment"
BE-11455,Brad Eason,Home Office
MH-17455,Mark Hamilton,Consumer
AF-10885,Art Foster,Consumer
RD-19810,Ross DeVincentis,Home Office
AB-10015,Aaron Bergman,Consumer
RB-19645,Robert Barroso,Corporate
AS-10630,Ann Steele,Home Office
GT-14635,Grant Thornton,Corporate
JS-15880,John Stevenson,Consumer
GR-14560,Georgia Rosenberg,Corporate
AA-10645,Anna Andreadi,Consumer
HM-14860,Harry Marie,Corporate
AT-10735,Annie Thurman,Consumer
KH-16690,Kristen Hastings,Corporate
SN-20560,Skye Norling,Home Office
LS-17200,Luke Schmidt,Corporate
ES-14080,Erin Smith,Corporate
RL-19615,Rob Lucas,Consumer
TC-21475,Tony Chapman,Home Office
AG-10525,Andy Gerbode,Corporate
JW-16075,Julia West,Consumer
EJ-14155,Eva Jacobs,Consumer
JK-15325,Jason Klamczynski,Corporate
NP-18700,Nora Preis,Consumer
NP-18685,Nora Pelletier,Home Office
JH-15820,John Huston,Consumer
SP-20545,Sibella Parks,Corporate
JM-15865,John Murray,Consumer
AG-10270,Alejandro Grove,Consumer
BS-11800,Bryan Spruell,Home Office
MS-17365,Maribeth Schnelling,Consumer
JJ-15760,Joel Jenkins,Home Office
CB-12025,Cassandra Brandow,Consumer
KM-16720,Kunst Miller,Consumer
DB-12910,Daniel Byrd,Home Office
TT-21265,Tim Taslimi,Corporate
DK-13225,Dean Katz,Corporate
CG-12520,Claire Gute,Consumer
AM-10705,Anne McFarland,Consumer
SC-20440,Shaun Chance,Corporate
BF-11020,Barry Französisch,Corporate
MS-17710,Maurice Satty,Consumer
TH-21115,Thea Hudgings,Corporate
AR-10405,Allen Rosenblatt,Corporate
SB-20170,Sarah Bern,Consumer
JS-16030,Joy Smith,Consumer
JF-15295,Jason Fortune-,Consumer
JG-15805,John Grady,Corporate
AH-10585,Angele Hood,Consumer
PN-18775,Parhena Norris,Home Office
RH-19600,Rob Haberlin,Consumer
SR-20740,Steven Roelle,Home Office
CK-12325,Christine Kargatis,Home Office
EM-13960,Eric Murdock,Consumer
OT-18730,Olvera Toch,Consumer
SS-20590,Sonia Sunley,Consumer
RW-19630,Rob Williams,Corporate
DK-12985,Darren Koutras,Consumer
TB-21280,Toby Braunhardt,Consumer
SC-20770,Stewart Carmichael,Corporate
GT-14710,Greg Tran,Consumer
PO-19195,Phillina Ober,Home Office
BD-11560,Brendan Dodson,Home Office
SP-20920,Susan Pistek,Consumer
CA-12265,Christina Anderson,Consumer
JF-15355,Jay Fein,Consumer
DE-13255,Deanra Eno,Home Office
MV-18190,Mike Vittorini,Consumer
DK-12895,Dana Kaydos,Consumer
SJ-20500,Shirley Jackson,Consumer
DK-12835,Damala Kotsonis,Corporate
CM-12190,Charlotte Melton,Consumer
RP-19270,Rachel Payne,Corporate
JO-15280,Jas O'Carroll,Consumer
LC-17140,Logan Currie,Consumer
JK-16090,Juliana Krohn,Consumer
BW-11065,Barry Weirich,Consumer
MK-18160,Mike Kennedy,Consumer
CM-12715,Craig Molinari,Corporate
CD-12280,Christina DeMoss,Consumer
